entry_id,audio,query,ground_truth,_split
2585,YFR7BDRhMATo@2-188822-D-40@1-115521-A-19.wav,Is there a sound of pouring water in the audio?,no,test
2586,YFR7BDRhMATo@1-54084-A-42@1-115521-A-19@2-188822-D-40.wav,Does the audio contain the sound of helicopter?,yes,test
2587,YFR7BDRhMATo@1-54084-A-42@1-115521-A-19.wav,Does the audio contain the sound of helicopter?,no,test
2588,YFR7BDRhMATo@1-54084-A-42@1-115521-A-19@2-188822-D-40.wav,Does the audio contain the sound of siren?,yes,test
2589,YFR7BDRhMATo@1-54084-A-42@1-115521-A-19.wav,Does the audio contain the sound of siren?,yes,test
2590,YFR7BDRhMATo@1-54084-A-42@1-115521-A-19@2-188822-D-40.wav,Does the audio contain the sound of insects?,no,test
2591,YFR7BDRhMATo@1-54084-A-42@1-115521-A-19.wav,Does the audio contain the sound of insects?,no,test
2592,Y6dLkgq9EKPE@3-154926-B-40@5-197446-A-7@1-155858-B-25.wav,Have you noticed the sound of footsteps in the audio?,yes,test
2593,Y6dLkgq9EKPE@3-154926-B-40@5-197446-A-7.wav,Have you noticed the sound of footsteps in the audio?,no,test
2594,Y6dLkgq9EKPE@3-154926-B-40@5-197446-A-7@1-155858-B-25.wav,Have you noticed the sound of insects in the audio?,yes,test
2595,Y6dLkgq9EKPE@3-154926-B-40@5-197446-A-7.wav,Have you noticed the sound of insects in the audio?,yes,test
2596,Y6dLkgq9EKPE@3-154926-B-40@5-197446-A-7@1-155858-B-25.wav,Have you noticed the sound of pig in the audio?,no,test
2597,Y6dLkgq9EKPE@3-154926-B-40@5-197446-A-7.wav,Have you noticed the sound of pig in the audio?,no,test
2598,Y6dLkgq9EKPE@3-154926-B-40@1-155858-B-25@5-197446-A-7.wav,Can you hear the sound of insects in the audio?,yes,test
2599,Y6dLkgq9EKPE@3-154926-B-40@1-155858-B-25.wav,Can you hear the sound of insects in the audio?,no,test
2600,Y6dLkgq9EKPE@3-154926-B-40@1-155858-B-25@5-197446-A-7.wav,Can you hear the sound of helicopter in the audio?,yes,test
2601,Y6dLkgq9EKPE@3-154926-B-40@1-155858-B-25.wav,Can you hear the sound of helicopter in the audio?,yes,test
2602,Y6dLkgq9EKPE@3-154926-B-40@1-155858-B-25@5-197446-A-7.wav,Can you hear the sound of breathing in the audio?,no,test
2603,Y6dLkgq9EKPE@3-154926-B-40@1-155858-B-25.wav,Can you hear the sound of breathing in the audio?,no,test
2604,Y6dLkgq9EKPE@5-197446-A-7@1-155858-B-25@3-154926-B-40.wav,Can you detect the sound of helicopter in the audio?,yes,test
2605,Y6dLkgq9EKPE@5-197446-A-7@1-155858-B-25.wav,Can you detect the sound of helicopter in the audio?,no,test
2606,Y6dLkgq9EKPE@5-197446-A-7@1-155858-B-25@3-154926-B-40.wav,Can you detect the sound of footsteps in the audio?,yes,test
2607,Y6dLkgq9EKPE@5-197446-A-7@1-155858-B-25.wav,Can you detect the sound of footsteps in the audio?,yes,test
2608,Y6dLkgq9EKPE@5-197446-A-7@1-155858-B-25@3-154926-B-40.wav,Can you detect the sound of siren in the audio?,no,test
2609,Y6dLkgq9EKPE@5-197446-A-7@1-155858-B-25.wav,Can you detect the sound of siren in the audio?,no,test
2610,Y6dLkgq9EKPE@5-150409-A-42@3-103599-B-25@3-104761-B-7.wav,Is there a sound of insects in the audio?,yes,test
2611,Y6dLkgq9EKPE@5-150409-A-42@3-103599-B-25.wav,Is there a sound of insects in the audio?,no,test
2612,Y6dLkgq9EKPE@5-150409-A-42@3-103599-B-25@3-104761-B-7.wav,Is there a sound of footsteps in the audio?,yes,test
2613,Y6dLkgq9EKPE@5-150409-A-42@3-103599-B-25.wav,Is there a sound of footsteps in the audio?,yes,test
2614,Y6dLkgq9EKPE@5-150409-A-42@3-103599-B-25@3-104761-B-7.wav,Is there a sound of crackling fire in the audio?,no,test
2615,Y6dLkgq9EKPE@5-150409-A-42@3-103599-B-25.wav,Is there a sound of crackling fire in the audio?,no,test
2616,Y6dLkgq9EKPE@5-150409-A-42@3-104761-B-7@3-103599-B-25.wav,Does the audio contain the sound of footsteps?,yes,test
2617,Y6dLkgq9EKPE@5-150409-A-42@3-104761-B-7.wav,Does the audio contain the sound of footsteps?,no,test
2618,Y6dLkgq9EKPE@5-150409-A-42@3-104761-B-7@3-103599-B-25.wav,Does the audio contain the sound of siren?,yes,test
2619,Y6dLkgq9EKPE@5-150409-A-42@3-104761-B-7.wav,Does the audio contain the sound of siren?,yes,test
2620,Y6dLkgq9EKPE@5-150409-A-42@3-104761-B-7@3-103599-B-25.wav,Does the audio contain the sound of throat clearing?,no,test
2621,Y6dLkgq9EKPE@5-150409-A-42@3-104761-B-7.wav,Does the audio contain the sound of throat clearing?,no,test
2622,Y6dLkgq9EKPE@3-103599-B-25@3-104761-B-7@5-150409-A-42.wav,Have you noticed the sound of siren in the audio?,yes,test
2623,Y6dLkgq9EKPE@3-103599-B-25@3-104761-B-7.wav,Have you noticed the sound of siren in the audio?,no,test
2624,Y6dLkgq9EKPE@3-103599-B-25@3-104761-B-7@5-150409-A-42.wav,Have you noticed the sound of footsteps in the audio?,yes,test
2625,Y6dLkgq9EKPE@3-103599-B-25@3-104761-B-7.wav,Have you noticed the sound of footsteps in the audio?,yes,test
2626,Y6dLkgq9EKPE@3-103599-B-25@3-104761-B-7@5-150409-A-42.wav,Have you noticed the sound of snoring in the audio?,no,test
2627,Y6dLkgq9EKPE@3-103599-B-25@3-104761-B-7.wav,Have you noticed the sound of snoring in the audio?,no,test
2628,Y6dLkgq9EKPE@5-203128-A-0@3-105235-A-7@1-54958-A-10.wav,Can you hear the sound of rain in the audio?,yes,test
2629,Y6dLkgq9EKPE@5-203128-A-0@3-105235-A-7.wav,Can you hear the sound of rain in the audio?,no,test
2630,Y6dLkgq9EKPE@5-203128-A-0@3-105235-A-7@1-54958-A-10.wav,Can you hear the sound of dog in the audio?,yes,test
2631,Y6dLkgq9EKPE@5-203128-A-0@3-105235-A-7.wav,Can you hear the sound of dog in the audio?,yes,test
2632,Y6dLkgq9EKPE@5-203128-A-0@3-105235-A-7@1-54958-A-10.wav,Can you hear the sound of can opening in the audio?,no,test
2633,Y6dLkgq9EKPE@5-203128-A-0@3-105235-A-7.wav,Can you hear the sound of can opening in the audio?,no,test
2634,Y6dLkgq9EKPE@5-203128-A-0@1-54958-A-10@3-105235-A-7.wav,Can you detect the sound of insects in the audio?,yes,test
2635,Y6dLkgq9EKPE@5-203128-A-0@1-54958-A-10.wav,Can you detect the sound of insects in the audio?,no,test
2636,Y6dLkgq9EKPE@5-203128-A-0@1-54958-A-10@3-105235-A-7.wav,Can you detect the sound of dog in the audio?,yes,test
2637,Y6dLkgq9EKPE@5-203128-A-0@1-54958-A-10.wav,Can you detect the sound of dog in the audio?,yes,test
2638,Y6dLkgq9EKPE@5-203128-A-0@1-54958-A-10@3-105235-A-7.wav,Can you detect the sound of can opening in the audio?,no,test
2639,Y6dLkgq9EKPE@5-203128-A-0@1-54958-A-10.wav,Can you detect the sound of can opening in the audio?,no,test
2640,Y6dLkgq9EKPE@3-105235-A-7@1-54958-A-10@5-203128-A-0.wav,Is there a sound of dog in the audio?,yes,test
2641,Y6dLkgq9EKPE@3-105235-A-7@1-54958-A-10.wav,Is there a sound of dog in the audio?,no,test
2642,Y6dLkgq9EKPE@3-105235-A-7@1-54958-A-10@5-203128-A-0.wav,Is there a sound of insects in the audio?,yes,test
2643,Y6dLkgq9EKPE@3-105235-A-7@1-54958-A-10.wav,Is there a sound of insects in the audio?,yes,test
2644,Y6dLkgq9EKPE@3-105235-A-7@1-54958-A-10@5-203128-A-0.wav,Is there a sound of clock alarm in the audio?,no,test
2645,Y6dLkgq9EKPE@3-105235-A-7@1-54958-A-10.wav,Is there a sound of clock alarm in the audio?,no,test
2646,Y2EsxcKe1A4w@1-47819-C-5@5-181766-A-10@5-237499-A-4.wav,Does the audio contain the sound of frog?,yes,test
2647,Y2EsxcKe1A4w@1-47819-C-5@5-181766-A-10.wav,Does the audio contain the sound of frog?,no,test
2648,Y2EsxcKe1A4w@1-47819-C-5@5-181766-A-10@5-237499-A-4.wav,Does the audio contain the sound of cat?,yes,test
2649,Y2EsxcKe1A4w@1-47819-C-5@5-181766-A-10.wav,Does the audio contain the sound of cat?,yes,test
2650,Y2EsxcKe1A4w@1-47819-C-5@5-181766-A-10@5-237499-A-4.wav,Does the audio contain the sound of insects?,no,test
2651,Y2EsxcKe1A4w@1-47819-C-5@5-181766-A-10.wav,Does the audio contain the sound of insects?,no,test
2652,Y2EsxcKe1A4w@1-47819-C-5@5-237499-A-4@5-181766-A-10.wav,Have you noticed the sound of rain in the audio?,yes,test
2653,Y2EsxcKe1A4w@1-47819-C-5@5-237499-A-4.wav,Have you noticed the sound of rain in the audio?,no,test
2654,Y2EsxcKe1A4w@1-47819-C-5@5-237499-A-4@5-181766-A-10.wav,Have you noticed the sound of frog in the audio?,yes,test
2655,Y2EsxcKe1A4w@1-47819-C-5@5-237499-A-4.wav,Have you noticed the sound of frog in the audio?,yes,test
2656,Y2EsxcKe1A4w@1-47819-C-5@5-237499-A-4@5-181766-A-10.wav,Have you noticed the sound of breathing in the audio?,no,test
2657,Y2EsxcKe1A4w@1-47819-C-5@5-237499-A-4.wav,Have you noticed the sound of breathing in the audio?,no,test
2658,Y2EsxcKe1A4w@5-181766-A-10@5-237499-A-4@1-47819-C-5.wav,Can you hear the sound of cat in the audio?,yes,test
2659,Y2EsxcKe1A4w@5-181766-A-10@5-237499-A-4.wav,Can you hear the sound of cat in the audio?,no,test
2660,Y2EsxcKe1A4w@5-181766-A-10@5-237499-A-4@1-47819-C-5.wav,Can you hear the sound of rain in the audio?,yes,test
2661,Y2EsxcKe1A4w@5-181766-A-10@5-237499-A-4.wav,Can you hear the sound of rain in the audio?,yes,test
2662,Y2EsxcKe1A4w@5-181766-A-10@5-237499-A-4@1-47819-C-5.wav,Can you hear the sound of sneeze in the audio?,no,test
2663,Y2EsxcKe1A4w@5-181766-A-10@5-237499-A-4.wav,Can you hear the sound of sneeze in the audio?,no,test
2664,Y2EsxcKe1A4w@2-81970-A-7@3-142006-A-10@3-164216-A-6.wav,Can you detect the sound of hen in the audio?,yes,test
2665,Y2EsxcKe1A4w@2-81970-A-7@3-142006-A-10.wav,Can you detect the sound of hen in the audio?,no,test
2666,Y2EsxcKe1A4w@2-81970-A-7@3-142006-A-10@3-164216-A-6.wav,Can you detect the sound of rain in the audio?,yes,test
2667,Y2EsxcKe1A4w@2-81970-A-7@3-142006-A-10.wav,Can you detect the sound of rain in the audio?,yes,test
2668,Y2EsxcKe1A4w@2-81970-A-7@3-142006-A-10@3-164216-A-6.wav,Can you detect the sound of church bells in the audio?,no,test
2669,Y2EsxcKe1A4w@2-81970-A-7@3-142006-A-10.wav,Can you detect the sound of church bells in the audio?,no,test
2670,Y2EsxcKe1A4w@2-81970-A-7@3-164216-A-6@3-142006-A-10.wav,Is there a sound of rain in the audio?,yes,test
2671,Y2EsxcKe1A4w@2-81970-A-7@3-164216-A-6.wav,Is there a sound of rain in the audio?,no,test
2672,Y2EsxcKe1A4w@2-81970-A-7@3-164216-A-6@3-142006-A-10.wav,Is there a sound of insects in the audio?,yes,test
2673,Y2EsxcKe1A4w@2-81970-A-7@3-164216-A-6.wav,Is there a sound of insects in the audio?,yes,test
2674,Y2EsxcKe1A4w@2-81970-A-7@3-164216-A-6@3-142006-A-10.wav,Is there a sound of snoring in the audio?,no,test
2675,Y2EsxcKe1A4w@2-81970-A-7@3-164216-A-6.wav,Is there a sound of snoring in the audio?,no,test
2676,Y2EsxcKe1A4w@3-142006-A-10@3-164216-A-6@2-81970-A-7.wav,Does the audio contain the sound of insects?,yes,test
2677,Y2EsxcKe1A4w@3-142006-A-10@3-164216-A-6.wav,Does the audio contain the sound of insects?,no,test
2678,Y2EsxcKe1A4w@3-142006-A-10@3-164216-A-6@2-81970-A-7.wav,Does the audio contain the sound of hen?,yes,test
2679,Y2EsxcKe1A4w@3-142006-A-10@3-164216-A-6.wav,Does the audio contain the sound of hen?,yes,test
2680,Y2EsxcKe1A4w@3-142006-A-10@3-164216-A-6@2-81970-A-7.wav,Does the audio contain the sound of clock alarm?,no,test
2681,Y2EsxcKe1A4w@3-142006-A-10@3-164216-A-6.wav,Does the audio contain the sound of clock alarm?,no,test
2682,Y2EsxcKe1A4w@4-173865-B-9@1-79113-A-5@1-75189-A-7.wav,Have you noticed the sound of insects in the audio?,yes,test
2683,Y2EsxcKe1A4w@4-173865-B-9@1-79113-A-5.wav,Have you noticed the sound of insects in the audio?,no,test
2684,Y2EsxcKe1A4w@4-173865-B-9@1-79113-A-5@1-75189-A-7.wav,Have you noticed the sound of cat in the audio?,yes,test
2685,Y2EsxcKe1A4w@4-173865-B-9@1-79113-A-5.wav,Have you noticed the sound of cat in the audio?,yes,test
2686,Y2EsxcKe1A4w@4-173865-B-9@1-79113-A-5@1-75189-A-7.wav,Have you noticed the sound of train in the audio?,no,test
2687,Y2EsxcKe1A4w@4-173865-B-9@1-79113-A-5.wav,Have you noticed the sound of train in the audio?,no,test
2688,Y2EsxcKe1A4w@4-173865-B-9@1-75189-A-7@1-79113-A-5.wav,Can you hear the sound of cat in the audio?,yes,test
2689,Y2EsxcKe1A4w@4-173865-B-9@1-75189-A-7.wav,Can you hear the sound of cat in the audio?,no,test
2690,Y2EsxcKe1A4w@4-173865-B-9@1-75189-A-7@1-79113-A-5.wav,Can you hear the sound of insects in the audio?,yes,test
2691,Y2EsxcKe1A4w@4-173865-B-9@1-75189-A-7.wav,Can you hear the sound of insects in the audio?,yes,test
2692,Y2EsxcKe1A4w@4-173865-B-9@1-75189-A-7@1-79113-A-5.wav,Can you hear the sound of sniff in the audio?,no,test
2693,Y2EsxcKe1A4w@4-173865-B-9@1-75189-A-7.wav,Can you hear the sound of sniff in the audio?,no,test
2694,Y2EsxcKe1A4w@1-79113-A-5@1-75189-A-7@4-173865-B-9.wav,Can you detect the sound of crow in the audio?,yes,test
2695,Y2EsxcKe1A4w@1-79113-A-5@1-75189-A-7.wav,Can you detect the sound of crow in the audio?,no,test
2696,Y2EsxcKe1A4w@1-79113-A-5@1-75189-A-7@4-173865-B-9.wav,Can you detect the sound of cat in the audio?,yes,test
2697,Y2EsxcKe1A4w@1-79113-A-5@1-75189-A-7.wav,Can you detect the sound of cat in the audio?,yes,test
2698,Y2EsxcKe1A4w@1-79113-A-5@1-75189-A-7@4-173865-B-9.wav,Can you detect the sound of clock alarm in the audio?,no,test
2699,Y2EsxcKe1A4w@1-79113-A-5@1-75189-A-7.wav,Can you detect the sound of clock alarm in the audio?,no,test
2700,YS0SQyFXbqF8@5-263501-A-25@2-50665-A-20@4-199261-A-0.wav,Is there a sound of dog in the audio?,yes,test
2701,YS0SQyFXbqF8@5-263501-A-25@2-50665-A-20.wav,Is there a sound of dog in the audio?,no,test
2702,YS0SQyFXbqF8@5-263501-A-25@2-50665-A-20@4-199261-A-0.wav,Is there a sound of crying baby in the audio?,yes,test
2703,YS0SQyFXbqF8@5-263501-A-25@2-50665-A-20.wav,Is there a sound of crying baby in the audio?,yes,test
2704,YS0SQyFXbqF8@5-263501-A-25@2-50665-A-20@4-199261-A-0.wav,Is there a sound of crow in the audio?,no,test
2705,YS0SQyFXbqF8@5-263501-A-25@2-50665-A-20.wav,Is there a sound of crow in the audio?,no,test
2706,YS0SQyFXbqF8@5-263501-A-25@4-199261-A-0@2-50665-A-20.wav,Does the audio contain the sound of crying baby?,yes,test
2707,YS0SQyFXbqF8@5-263501-A-25@4-199261-A-0.wav,Does the audio contain the sound of crying baby?,no,test
2708,YS0SQyFXbqF8@5-263501-A-25@4-199261-A-0@2-50665-A-20.wav,Does the audio contain the sound of footsteps?,yes,test
2709,YS0SQyFXbqF8@5-263501-A-25@4-199261-A-0.wav,Does the audio contain the sound of footsteps?,yes,test
2710,YS0SQyFXbqF8@5-263501-A-25@4-199261-A-0@2-50665-A-20.wav,Does the audio contain the sound of thunderstorm?,no,test
2711,YS0SQyFXbqF8@5-263501-A-25@4-199261-A-0.wav,Does the audio contain the sound of thunderstorm?,no,test
2712,YS0SQyFXbqF8@2-50665-A-20@4-199261-A-0@5-263501-A-25.wav,Have you noticed the sound of footsteps in the audio?,yes,test
2713,YS0SQyFXbqF8@2-50665-A-20@4-199261-A-0.wav,Have you noticed the sound of footsteps in the audio?,no,test
2714,YS0SQyFXbqF8@2-50665-A-20@4-199261-A-0@5-263501-A-25.wav,Have you noticed the sound of crying baby in the audio?,yes,test
2715,YS0SQyFXbqF8@2-50665-A-20@4-199261-A-0.wav,Have you noticed the sound of crying baby in the audio?,yes,test
2716,YS0SQyFXbqF8@2-50665-A-20@4-199261-A-0@5-263501-A-25.wav,Have you noticed the sound of frog in the audio?,no,test
2717,YS0SQyFXbqF8@2-50665-A-20@4-199261-A-0.wav,Have you noticed the sound of frog in the audio?,no,test
2718,YS0SQyFXbqF8@5-208030-A-0@2-209476-A-25@2-108761-A-14.wav,Can you hear the sound of chirping birds in the audio?,yes,test
2719,YS0SQyFXbqF8@5-208030-A-0@2-209476-A-25.wav,Can you hear the sound of chirping birds in the audio?,no,test
2720,YS0SQyFXbqF8@5-208030-A-0@2-209476-A-25@2-108761-A-14.wav,Can you hear the sound of dog in the audio?,yes,test
2721,YS0SQyFXbqF8@5-208030-A-0@2-209476-A-25.wav,Can you hear the sound of dog in the audio?,yes,test
2722,YS0SQyFXbqF8@5-208030-A-0@2-209476-A-25@2-108761-A-14.wav,"Can you hear the sound of drinking, sipping in the audio?",no,test
2723,YS0SQyFXbqF8@5-208030-A-0@2-209476-A-25.wav,"Can you hear the sound of drinking, sipping in the audio?",no,test
2724,YS0SQyFXbqF8@5-208030-A-0@2-108761-A-14@2-209476-A-25.wav,Can you detect the sound of footsteps in the audio?,yes,test
2725,YS0SQyFXbqF8@5-208030-A-0@2-108761-A-14.wav,Can you detect the sound of footsteps in the audio?,no,test
2726,YS0SQyFXbqF8@5-208030-A-0@2-108761-A-14@2-209476-A-25.wav,Can you detect the sound of dog in the audio?,yes,test
2727,YS0SQyFXbqF8@5-208030-A-0@2-108761-A-14.wav,Can you detect the sound of dog in the audio?,yes,test
2728,YS0SQyFXbqF8@5-208030-A-0@2-108761-A-14@2-209476-A-25.wav,Can you detect the sound of hen in the audio?,no,test
2729,YS0SQyFXbqF8@5-208030-A-0@2-108761-A-14.wav,Can you detect the sound of hen in the audio?,no,test
2730,YS0SQyFXbqF8@2-209476-A-25@2-108761-A-14@5-208030-A-0.wav,Is there a sound of dog in the audio?,yes,test
2731,YS0SQyFXbqF8@2-209476-A-25@2-108761-A-14.wav,Is there a sound of dog in the audio?,no,test
2732,YS0SQyFXbqF8@2-209476-A-25@2-108761-A-14@5-208030-A-0.wav,Is there a sound of chirping birds in the audio?,yes,test
2733,YS0SQyFXbqF8@2-209476-A-25@2-108761-A-14.wav,Is there a sound of chirping birds in the audio?,yes,test
2734,YS0SQyFXbqF8@2-209476-A-25@2-108761-A-14@5-208030-A-0.wav,Is there a sound of church bells in the audio?,no,test
2735,YS0SQyFXbqF8@2-209476-A-25@2-108761-A-14.wav,Is there a sound of church bells in the audio?,no,test
2736,YS0SQyFXbqF8@2-122104-A-0@2-72547-B-14@1-211527-A-20.wav,Does the audio contain the sound of crying baby?,yes,test
2737,YS0SQyFXbqF8@2-122104-A-0@2-72547-B-14.wav,Does the audio contain the sound of crying baby?,no,test
2738,YS0SQyFXbqF8@2-122104-A-0@2-72547-B-14@1-211527-A-20.wav,Does the audio contain the sound of chirping birds?,yes,test
2739,YS0SQyFXbqF8@2-122104-A-0@2-72547-B-14.wav,Does the audio contain the sound of chirping birds?,yes,test
2740,YS0SQyFXbqF8@2-122104-A-0@2-72547-B-14@1-211527-A-20.wav,Does the audio contain the sound of clock tick?,no,test
2741,YS0SQyFXbqF8@2-122104-A-0@2-72547-B-14.wav,Does the audio contain the sound of clock tick?,no,test
2742,YS0SQyFXbqF8@2-122104-A-0@1-211527-A-20@2-72547-B-14.wav,Have you noticed the sound of chirping birds in the audio?,yes,test
2743,YS0SQyFXbqF8@2-122104-A-0@1-211527-A-20.wav,Have you noticed the sound of chirping birds in the audio?,no,test
2744,YS0SQyFXbqF8@2-122104-A-0@1-211527-A-20@2-72547-B-14.wav,Have you noticed the sound of crying baby in the audio?,yes,test
2745,YS0SQyFXbqF8@2-122104-A-0@1-211527-A-20.wav,Have you noticed the sound of crying baby in the audio?,yes,test
2746,YS0SQyFXbqF8@2-122104-A-0@1-211527-A-20@2-72547-B-14.wav,Have you noticed the sound of fireworks in the audio?,no,test
2747,YS0SQyFXbqF8@2-122104-A-0@1-211527-A-20.wav,Have you noticed the sound of fireworks in the audio?,no,test
2748,YS0SQyFXbqF8@2-72547-B-14@1-211527-A-20@2-122104-A-0.wav,Can you hear the sound of dog in the audio?,yes,test
2749,YS0SQyFXbqF8@2-72547-B-14@1-211527-A-20.wav,Can you hear the sound of dog in the audio?,no,test
2750,YS0SQyFXbqF8@2-72547-B-14@1-211527-A-20@2-122104-A-0.wav,Can you hear the sound of crying baby in the audio?,yes,test
2751,YS0SQyFXbqF8@2-72547-B-14@1-211527-A-20.wav,Can you hear the sound of crying baby in the audio?,yes,test
2752,YS0SQyFXbqF8@2-72547-B-14@1-211527-A-20@2-122104-A-0.wav,Can you hear the sound of pouring water in the audio?,no,test
2753,YS0SQyFXbqF8@2-72547-B-14@1-211527-A-20.wav,Can you hear the sound of pouring water in the audio?,no,test
2754,YbJMMp6PLKqM@1-22694-A-20@m0097_0_sigh@5-232816-A-23.wav,Can you detect the sound of breathing in the audio?,yes,test
2755,YbJMMp6PLKqM@1-22694-A-20@m0097_0_sigh.wav,Can you detect the sound of breathing in the audio?,no,test
2756,YbJMMp6PLKqM@1-22694-A-20@m0097_0_sigh@5-232816-A-23.wav,Can you detect the sound of crying baby in the audio?,yes,test
2757,YbJMMp6PLKqM@1-22694-A-20@m0097_0_sigh.wav,Can you detect the sound of crying baby in the audio?,yes,test
2758,YbJMMp6PLKqM@1-22694-A-20@m0097_0_sigh@5-232816-A-23.wav,Can you detect the sound of wind in the audio?,no,test
2759,YbJMMp6PLKqM@1-22694-A-20@m0097_0_sigh.wav,Can you detect the sound of wind in the audio?,no,test
2760,YbJMMp6PLKqM@1-22694-A-20@5-232816-A-23@m0097_0_sigh.wav,Is there a sound of sigh in the audio?,yes,test
2761,YbJMMp6PLKqM@1-22694-A-20@5-232816-A-23.wav,Is there a sound of sigh in the audio?,no,test
2762,YbJMMp6PLKqM@1-22694-A-20@5-232816-A-23@m0097_0_sigh.wav,Is there a sound of crying baby in the audio?,yes,test
2763,YbJMMp6PLKqM@1-22694-A-20@5-232816-A-23.wav,Is there a sound of crying baby in the audio?,yes,test
2764,YbJMMp6PLKqM@1-22694-A-20@5-232816-A-23@m0097_0_sigh.wav,Is there a sound of cat in the audio?,no,test
2765,YbJMMp6PLKqM@1-22694-A-20@5-232816-A-23.wav,Is there a sound of cat in the audio?,no,test
2766,YbJMMp6PLKqM@m0097_0_sigh@5-232816-A-23@1-22694-A-20.wav,Does the audio contain the sound of crying baby?,yes,test
2767,YbJMMp6PLKqM@m0097_0_sigh@5-232816-A-23.wav,Does the audio contain the sound of crying baby?,no,test
2768,YbJMMp6PLKqM@m0097_0_sigh@5-232816-A-23@1-22694-A-20.wav,Does the audio contain the sound of breathing?,yes,test
2769,YbJMMp6PLKqM@m0097_0_sigh@5-232816-A-23.wav,Does the audio contain the sound of breathing?,yes,test
2770,YbJMMp6PLKqM@m0097_0_sigh@5-232816-A-23@1-22694-A-20.wav,Does the audio contain the sound of train?,no,test
2771,YbJMMp6PLKqM@m0097_0_sigh@5-232816-A-23.wav,Does the audio contain the sound of train?,no,test
2772,YbJMMp6PLKqM@1-47819-A-5@4-59579-A-20@1-36393-A-23.wav,Have you noticed the sound of breathing in the audio?,yes,test
2773,YbJMMp6PLKqM@1-47819-A-5@4-59579-A-20.wav,Have you noticed the sound of breathing in the audio?,no,test
2774,YbJMMp6PLKqM@1-47819-A-5@4-59579-A-20@1-36393-A-23.wav,Have you noticed the sound of cat in the audio?,yes,test
2775,YbJMMp6PLKqM@1-47819-A-5@4-59579-A-20.wav,Have you noticed the sound of cat in the audio?,yes,test
2776,YbJMMp6PLKqM@1-47819-A-5@4-59579-A-20@1-36393-A-23.wav,"Have you noticed the sound of drinking, sipping in the audio?",no,test
2777,YbJMMp6PLKqM@1-47819-A-5@4-59579-A-20.wav,"Have you noticed the sound of drinking, sipping in the audio?",no,test
2778,YbJMMp6PLKqM@1-47819-A-5@1-36393-A-23@4-59579-A-20.wav,Can you hear the sound of crying baby in the audio?,yes,test
2779,YbJMMp6PLKqM@1-47819-A-5@1-36393-A-23.wav,Can you hear the sound of crying baby in the audio?,no,test
2780,YbJMMp6PLKqM@1-47819-A-5@1-36393-A-23@4-59579-A-20.wav,Can you hear the sound of cat in the audio?,yes,test
2781,YbJMMp6PLKqM@1-47819-A-5@1-36393-A-23.wav,Can you hear the sound of cat in the audio?,yes,test
2782,YbJMMp6PLKqM@1-47819-A-5@1-36393-A-23@4-59579-A-20.wav,Can you hear the sound of throat clearing in the audio?,no,test
2783,YbJMMp6PLKqM@1-47819-A-5@1-36393-A-23.wav,Can you hear the sound of throat clearing in the audio?,no,test
2784,YbJMMp6PLKqM@4-59579-A-20@1-36393-A-23@1-47819-A-5.wav,Can you detect the sound of cat in the audio?,yes,test
2785,YbJMMp6PLKqM@4-59579-A-20@1-36393-A-23.wav,Can you detect the sound of cat in the audio?,no,test
2786,YbJMMp6PLKqM@4-59579-A-20@1-36393-A-23@1-47819-A-5.wav,Can you detect the sound of breathing in the audio?,yes,test
2787,YbJMMp6PLKqM@4-59579-A-20@1-36393-A-23.wav,Can you detect the sound of breathing in the audio?,yes,test
2788,YbJMMp6PLKqM@4-59579-A-20@1-36393-A-23@1-47819-A-5.wav,Can you detect the sound of engine in the audio?,no,test
2789,YbJMMp6PLKqM@4-59579-A-20@1-36393-A-23.wav,Can you detect the sound of engine in the audio?,no,test
2790,YbJMMp6PLKqM@3-177082-A-22@1-30344-A-0@2-54962-A-23.wav,Is there a sound of breathing in the audio?,yes,test
2791,YbJMMp6PLKqM@3-177082-A-22@1-30344-A-0.wav,Is there a sound of breathing in the audio?,no,test
2792,YbJMMp6PLKqM@3-177082-A-22@1-30344-A-0@2-54962-A-23.wav,Is there a sound of dog in the audio?,yes,test
2793,YbJMMp6PLKqM@3-177082-A-22@1-30344-A-0.wav,Is there a sound of dog in the audio?,yes,test
2794,YbJMMp6PLKqM@3-177082-A-22@1-30344-A-0@2-54962-A-23.wav,Is there a sound of church bells in the audio?,no,test
2795,YbJMMp6PLKqM@3-177082-A-22@1-30344-A-0.wav,Is there a sound of church bells in the audio?,no,test
2796,YbJMMp6PLKqM@3-177082-A-22@2-54962-A-23@1-30344-A-0.wav,Does the audio contain the sound of dog?,yes,test
2797,YbJMMp6PLKqM@3-177082-A-22@2-54962-A-23.wav,Does the audio contain the sound of dog?,no,test
2798,YbJMMp6PLKqM@3-177082-A-22@2-54962-A-23@1-30344-A-0.wav,Does the audio contain the sound of breathing?,yes,test
2799,YbJMMp6PLKqM@3-177082-A-22@2-54962-A-23.wav,Does the audio contain the sound of breathing?,yes,test
2800,YbJMMp6PLKqM@3-177082-A-22@2-54962-A-23@1-30344-A-0.wav,Does the audio contain the sound of can opening?,no,test
2801,YbJMMp6PLKqM@3-177082-A-22@2-54962-A-23.wav,Does the audio contain the sound of can opening?,no,test
2802,YbJMMp6PLKqM@1-30344-A-0@2-54962-A-23@3-177082-A-22.wav,Have you noticed the sound of clapping in the audio?,yes,test
